mk_individual_id,PersonID,mk_individual_name,mk_individual_first_name,LastName,FirstName,IsCurrent,altnames
874,23597,כהן,מאיר,כהן,מאיר,True,"[""מאיר כוהן"", ""כהן מאיר"", ""מאיר כהן""]"
887,23598,פרי,יעקב,פרי,יעקב,False,"[""פרי יעקב"", ""יעקב פרי""]"
875,23599,לביא,עליזה,לביא,עליזה,False,"[""עליסה לביא"", ""עליזה לביא"", ""לביא עליזה""]"
900,23600,שלח,עפר,שלח,עפר,False,"[""עופר שלח"", ""שלח עפר"", ""עפר שלח""]"
897,23601,רזבוזוב,יואל,רזבוזוב,יואל,False,"[""יואל רזבוזוב"", ""רזבוגוב יואל"", ""יואל רזובוז"", ""קונסטנטין יואל רזבוזוב""]"
891,23602,קול,עדי,קול,עדי,False,"[""עדי קול""]"
23631,23631,אלהרר,קארין,אלהרר,קארין,True,"[""קארין אלהרר""]"
876,23632,לוי,מיקי,לוי,מיקי,True,"[""מיקי לוי"", ""מיכאל לוי"", ""לוי מיקי""]"
883,23633,סולומון,שמעון,סולומון,שמעון,False,"[""שמעון סולומון""]"
892,23634,קלדרון,רות,קלדרון,רות,False,"[""רות קלדרון""]"
905,23635,תמנו,פנינה,תמנו,פנינה,True,"[""פנינה תמנו""]"
23636,23636,פרנקל,רינה,פרנקל,רינה,False,"[""רינה פרנקל""]"
894,23637,קריב,יפעת,קריב,יפעת,False,"[""יפעת קריב""]"
877,23638,ליפמן,דב,ליפמן,דב,False,"[""דב ליפמן""]"
872,23639,טופורובסקי,בועז,טופורובסקי,בועז,False,"[""בועז טופורובסקי""]"
869,23640,הופמן,רונן,הופמן,רונן,False,"[""רונן הופמן""]"
23641,23641,אשר,יעקב,אשר,יעקב,True,"[""יעקב אשר""]"
857,23642,אבו עראר,טלב,אבו עראר,טלב,False,"[""טאלב אבו ערר"", ""טאלב אבו- ערר"", ""טאלב אבו-עראר"", ""טלב אבו-עראר"", ""טלב אבו עראר"", ""טאלב אבו עראר"", ""טלב אבו ערר"", ""אבו עראר טלב""]"
867,23643,גטאס,באסל,גטאס,באסל,False,"[""באסל גטאס""]"
871,23651,זנדברג,תמר,זנדברג,תמר,False,"[""תמר זנדברג"", ""תמי זנדברג"", ""זנדברג תמר""]"
888,23652,פריג',עיסאווי,פריג',עיסאווי,False,"[""פריג` עיסווי"", ""עיסווי פריג`"", ""עיסאווי פריג"", ""עיסווי פריג"", ""עיסאווי פריג'"", ""עיסאוי פריג"", ""עיסאווי פריג`""]"
895,23653,רוזין,מיכל,רוזין,מיכל,False,"[""רוזין מיכל"", ""מיכל רוזין""]"
866,23673,בר לב,עמר,בר לב,עמר,False,"[""עומר בר-לב"", ""עמר בר-לב"", ""עומר בר- לב"", ""עמר בר לב"", ""עומר בר לב""]"
24332,24332,פלוט,רונן,פלוט,רונן,False,"[""רונן פלוט""]"
906,28513,בן צור,יואב,בן צור,יואב,True,"[""יואב בן צור"", ""בן צור יואב"", ""יואב בן-צור""]"
907,29855,אדרי,ליאור,אדרי,ליאור,False,"[""ליאור אדרי""]"
908,30014,הורוביץ,הלל אילן,הורוביץ,הלל אילן,False,"[""הלל אילן הורוביץ""]"
930,30054,מגל,ינון,מגל,ינון,False,"[""ינון מגל""]"
936,30055,סמוטריץ',בצלאל,סמוטריץ',בצלאל,True,"[""בצלאל סמוטריץ'"", ""בצלאל סמוטריץ""]"
929,30056,לוי,ז'קי,לוי,ז'קי,False,"[""גקי לוי"", ""ז`קי לוי"", ""ז'קי לוי"", ""זקי לוי"", ""ג'קי לוי""]"
945,30057,קיש,יואב,קיש,יואב,True,"[""יואב קיש""]"
922,30058,זוהר,מכלוף מיקי,זוהר,מכלוף מיקי,True,"[""מיקי זוהר"", ""מכלוף מיקי זוהר"", ""מכלוף זוהר"", ""מיקי זהר"", ""מכלוף מיקי""]"
918,30059,ברקו,ענת,ברקו,ענת,False,"[""ענת ברקו""]"
925,30060,טרכטנברג,מנואל,טרכטנברג,מנואל,False,"[""מנואל טרכטנברג"", ""עמנואל טרכטנברג""]"
935,30061,סויד,רויטל,סויד,רויטל,False,"[""רויטל סואיד"", ""רויטל סועיד"", ""רויטל סוויד"", ""רויטל סויד""]"
913,30062,בהלול,זוהיר,בהלול,זוהיר,False,"[""זוהר בהלול"", ""זוהיר בהלול""]"
917,30063,ברושי,איתן,ברושי,איתן,False,"[""איתן ברושי""]"
934,30064,סבטלובה,קסניה,סבטלובה,קסניה,False,"[""קסניה סבטלובה"", ""קסנייה סבטלובה""]"
933,30065,נחמיאס ורבין,איילת,נחמיאס ורבין,איילת,False,"[""איילת נחמיאס ורבין"", ""איילת נחמיאס-ורבין"", ""אילת נחמיאס-ורבין"", ""אילת נחמיאס ורבין""]"
938,30066,עודה,איימן,עודה,איימן,True,"[""איימן עודה"", ""אימן אודה"", ""איימן אודה"", ""אימן עודה""]"
948,30067,תומא סלימאן,עאידה,תומא סלימאן,עאידה,True,"[""עאידה תומה סלימאן"", ""עאידה תומא סלימאן"", ""עאידה תומא סלימן"", ""עידה תומא סלימאן"", ""עיידה תומא סלימאן""]"
923,30068,חאג' יחיא,עבד אל חכים,חאג' יחיא,עבד אל חכים,False,"[""עבד אלחכים חאג'-יחיא"", ""עבד אל חכים חאג' יחיא"", ""עבד אל חכים חאג` יחיא"", ""עבד אלחכים חאג' יחיא"", ""עבד אלחכים חאג`-יחיא"", ""עבד אל חכים חאג`-יחיא"", ""עבד אל-חכים חאג'-יחיא"", ""עבד אלחכים חאג` יחיא"", ""עבד אל חכים חאג'-יחיא"", ""עבד אל-חכים חאג` יחיא""]"
919,30069,ג'בארין,יוסף,ג'בארין,יוסף,False,"[""יוסף ג'וברין"", ""יוסף גבארין"", ""יוסף ג`אברין"", ""יוסף ג`בארין"", ""יוסף גברין"", ""יוסף ג'בארין""]"
937,30070,סעדי,אוסאמה,סעדי,אוסאמה,False,"[""אוסאמה סאדי"", ""אוסמה סעדי"", ""אוסאמה סעדי"", ""אוסאמה סדי""]"
909,30071,אבו מערוף,עבדאללה,אבו מערוף,עבדאללה,False,"[""עבדאללה אבו מערוף""]"
927,30074,ילין,חיים,ילין,חיים,False,"[""חיים ילין""]"
920,30076,גל,שרון,גל,שרון,False,"[""שרון גל""]"
921,30077,גלנט,יואב,גלנט,יואב,False,"[""יואב גלנט""]"
911,30078,אלאלוף,אלי,אלאלוף,אלי,False,"[""אלי אל-אלוף"", ""אלי אלאלוף"", ""אלי אל אלוף"", ""אלי אללוף""]"
910,30079,אורן,מיכאל,אורן,מיכאל,False,"[""מייקל אורן"", ""מיכאל אורן"", ""מיכאל מייקל ב. אורן""]"
939,30080,עזריה,רחל,עזריה,רחל,False,"[""רחל עזרייה"", ""רחלי עזריה"", ""רחל עזריה"", ""רחל עזריא""]"
942,30081,פלוסקוב,טלי,פלוסקוב,טלי,False,"[""טלי פלסקוב"", ""טלי פלוסקוב""]"
946,30082,שאשא ביטון,יפעת,שאשא ביטון,יפעת,False,"[""יפעת ביטון"", ""יפעת שאשא-ביטון"", ""יפעת שאשא - ביטון"", ""יפעת שאשא ביטון"", ""יפעת שאשא""]"
928,30083,כהן,אלי,כהן,אלי,True,"[""אלי כהן""]"
941,30084,פולקמן,רועי,פולקמן,רועי,False,"[""רועי פלקמן"", ""רואי פולקמן"", ""רוי פולקמן"", ""רועי פולקמן""]"
943,30094,בוקר,נאוה,בוקר,נאוה,False,"[""נאווה בוקר"", ""נאוה בקר"", ""נווה בוקר"", ""נאווה בקר"", ""נאוה בוקר""]"
932,30095,נגוסה,אברהם,נגוסה,אברהם,False,"[""אברהם נגוסה"", ""אברהם נאגוסה""]"
944,30096,קורן,נורית,קורן,נורית,False,"[""נורית קורן""]"
931,30097,מזוז,ירון,מזוז,ירון,False,"[""ירון מזוז""]"
924,30098,חזן,אורן אסף,חזן,אורן אסף,False,"[""אורן אסף חזן""]"
916,30099,בן ראובן,איל,בן ראובן,איל,False,"[""אייל בן-ראובן"", ""אייל בן - ראובן"", ""איל בן - ראובן"", ""איל בן ראובן"", ""אייל בן ראובן"", ""איל בן-ראובן""]"
915,30102,בן ארי,מירב,בן ארי,מירב,True,"[""מירב  בן-ארי"", ""מרב בן ארי"", ""מרב בן-ארי"", ""מירב בן ארי""]"
30106,30106,לזימי,נעמה,לזימי,נעמה,True,"[""נעמה לזימי""]"
30117,30117,גבאי,אבי,גבאי,אבי,False,"[""אבי גבאי""]"
30118,30118,השכל,שרן מרים,השכל,שרן מרים,True,"[""שרן מרים השכל""]"
30121,30121,פורר,עודד,פורר,עודד,True,"[""עודד פורר""]"
30289,30289,כהן-פארן,יעל,כהן-פארן,יעל,False,"[""יעל כהן-פארן""]"
30299,30299,נתונים,אין,נתונים,אין,False,"[""אין נתונים""]"
30300,30300,אוחנה,אמיר,אוחנה,אמיר,True,"[""אמיר אוחנה""]"
30328,30328,גואטה,יגאל,גואטה,יגאל,False,"[""יגאל גואטה""]"
30407,30407,גליק,יהודה,גליק,יהודה,False,"[""יהודה גליק""]"
30470,30470,מלכיאלי,מיכאל,מלכיאלי,מיכאל,True,"[""מיכאל מלכיאלי""]"
30480,30480,בצלאל,אברהם,בצלאל,אברהם,False,"[""אברהם בצלאל""]"
30520,30520,אזברגה,ג'מעה,אזברגה,ג'מעה,False,"[""ג'מעה אזברגה""]"
30548,30548,אלחרומי,סעיד,אלחרומי,סעיד,False,"[""סעיד אלחרומי""]"
30549,30549,סיידה,דן,סיידה,דן,False,"[""דן סיידה""]"
30550,30550,חג'אזי,אבראהים,חג'אזי,אבראהים,False,"[""אבראהים חג'אזי""]"
30554,30554,סעד,סאלח,סעד,סאלח,False,"[""סאלח סעד""]"
30555,30555,פדידה,לאה,פדידה,לאה,False,"[""לאה פדידה""]"
30558,30558,עטאונה,יוסף,עטאונה,יוסף,False,"[""יוסף עטאונה""]"
30588,30588,יונס,ואאל,יונס,ואאל,False,"[""ואאל יונס""]"
30601,30601,אזולאי,ינון,אזולאי,ינון,True,"[""ינון אזולאי""]"
30628,30628,אבו רחמון,ניבין,אבו רחמון,ניבין,False,"[""ניבין אבו רחמון""]"
30646,30646,מארק,אוסנת הילה,מארק,אוסנת הילה,False,"[""אוסנת הילה מארק""]"
30654,30654,סיום,פנתהון,סיום,פנתהון,False,"[""פנתהון סיום""]"
30657,30657,גנץ,בנימין,גנץ,בנימין,True,"[""בנימין גנץ""]"
30660,30660,ארבל,משה,ארבל,משה,False,"[""משה ארבל""]"
30662,30662,כהנא,מתן,כהנא,מתן,False,"[""מתן כהנא""]"
30671,30671,טסלר,יעקב,טסלר,יעקב,True,"[""יעקב טסלר""]"
30672,30672,פינדרוס,יצחק,פינדרוס,יצחק,True,"[""יצחק פינדרוס""]"
30677,30677,אשכנזי,גבי,אשכנזי,גבי,False,"[""גבי אשכנזי""]"
30678,30678,ניסנקורן,אבי,ניסנקורן,אבי,False,"[""אבי ניסנקורן""]"
30679,30679,חיימוביץ',מיקי,חיימוביץ',מיקי,False,"[""מיקי חיימוביץ'""]"
30680,30680,הנדל,יועז,הנדל,יועז,False,"[""יועז הנדל""]"
30681,30681,ברביבאי,אורנה,ברביבאי,אורנה,False,"[""אורנה ברביבאי""]"
30682,30682,ביטון,מיכאל מרדכי,ביטון,מיכאל מרדכי,True,"[""מיכאל מרדכי ביטון""]"
30683,30683,טרופר,חילי,טרופר,חילי,True,"[""חילי טרופר""]"
30684,30684,האוזר,צבי,האוזר,צבי,False,"[""צבי האוזר""]"
30685,30685,פרקש הכהן,אורית,פרקש הכהן,אורית,True,"[""אורית פרקש הכהן""]"
30686,30686,כהן,מירב,כהן,מירב,True,"[""מירב כהן""]"
30687,30687,זמיר,אסף,זמיר,אסף,False,"[""אסף זמיר""]"
30688,30688,שי,יזהר,שי,יזהר,False,"[""יזהר שי""]"
30689,30689,ינקלביץ',עומר,ינקלביץ',עומר,False,"[""עומר ינקלביץ'""]"
30690,30690,כמאל מריח,ע'דיר,כמאל מריח,ע'דיר,False,"[""ע'דיר כמאל מריח""]"
30691,30691,בן ברק,רם,בן ברק,רם,True,"[""רם בן ברק""]"
30692,30692,פרומן,אורלי,פרומן,אורלי,False,"[""אורלי פרומן""]"
30693,30693,גינזבורג,איתן,גינזבורג,איתן,True,"[""איתן גינזבורג""]"
30694,30694,שוסטר,אלון,שוסטר,אלון,True,"[""אלון שוסטר""]"
30695,30695,סגלוביץ',יואב,סגלוביץ',יואב,True,"[""יואב סגלוביץ'""]"
30696,30696,שפע,רם,שפע,רם,False,"[""רם שפע""]"
30698,30698,רוסו,טל,רוסו,טל,False,"[""טל רוסו""]"
30700,30700,ברקת,ניר,ברקת,ניר,True,"[""ניר ברקת""]"
30701,30701,כץ,אופיר,כץ,אופיר,True,"[""אופיר כץ""]"
30702,30702,עטייה,חוה אתי,עטייה,חוה אתי,True,"[""חוה אתי עטייה""]"
30703,30703,ברק,קרן,ברק,קרן,False,"[""קרן ברק""]"
30704,30704,קרעי,שלמה,קרעי,שלמה,True,"[""שלמה קרעי""]"
30705,30705,שיר סגמן,מיכל,שיר סגמן,מיכל,True,"[""מיכל שיר סגמן""]"
30706,30706,שטרית,קטי קטרין,שטרית,קטי קטרין,True,"[""קטי קטרין שטרית""]"
30707,30707,מולא,פטין,מולא,פטין,False,"[""פטין מולא""]"
30708,30708,גולן,מאי,גולן,מאי,True,"[""מאי גולן""]"
30709,30709,דיין,עוזי,דיין,עוזי,False,"[""עוזי דיין""]"
30710,30710,קלנר,אריאל,קלנר,אריאל,True,"[""אריאל קלנר""]"
30711,30711,הלוי,עמית,הלוי,עמית,True,"[""עמית הלוי""]"
30713,30713,עבאס,מנסור,עבאס,מנסור,True,"[""מנסור עבאס""]"
30714,30714,שחאדה,אנטאנס,שחאדה,אנטאנס,False,"[""אנטאנס שחאדה""]"
30715,30715,יזבק,היבה,יזבק,היבה,False,"[""היבה יזבק""]"
30716,30716,פרץ,רפי,פרץ,רפי,False,"[""רפי פרץ""]"
30717,30717,סופר,אופיר,סופר,אופיר,True,"[""אופיר סופר""]"
30718,30718,סילמן,עידית,סילמן,עידית,True,"[""עידית סילמן""]"
30719,30719,כסיף,עופר,כסיף,עופר,True,"[""עופר כסיף""]"
30720,30720,להב הרצנו,יוראי,להב הרצנו,יוראי,True,"[""יוראי להב הרצנו""]"
30721,30721,רול,עידן,רול,עידן,False,"[""עידן רול""]"
30722,30722,סובה,יבגני,סובה,יבגני,True,"[""יבגני סובה""]"
30723,30723,אבידר,אלי,אבידר,אלי,False,"[""אלי אבידר""]"
30724,30724,יברקן,דסטה גדי,יברקן,דסטה גדי,False,"[""דסטה גדי יברקן""]"
30741,30741,קושניר,אלכס,קושניר,אלכס,False,"[""אלכס קושניר""]"
30743,30743,גולן,יאיר,גולן,יאיר,False,"[""יאיר גולן""]"
30745,30745,מגן תלם,לימור,מגן תלם,לימור,False,"[""לימור מגן תלם""]"
30746,30746,איפראימוב,מרק,איפראימוב,מרק,False,"[""מרק איפראימוב""]"
30749,30749,אבוטבול,משה,אבוטבול,משה,True,"[""משה אבוטבול""]"
30750,30750,עסאקלה,ג'אבר,עסאקלה,ג'אבר,False,"[""ג'אבר עסאקלה""]"
30751,30751,אבו שחאדה,סמי,אבו שחאדה,סמי,False,"[""סמי אבו שחאדה""]"
30752,30752,טאהא,ווליד,טאהא,ווליד,True,"[""ווליד טאהא""]"
30758,30758,ח'טיב יאסין,אימאן,ח'טיב יאסין,אימאן,True,"[""אימאן ח'טיב יאסין""]"
30759,30759,סאלח,סונדוס,סאלח,סונדוס,False,"[""סונדוס סאלח""]"
30760,30760,קוז'ינוב,אנדרי,קוז'ינוב,אנדרי,False,"[""אנדרי קוז'ינוב""]"
30761,30761,אביטן,יעקב,אביטן,יעקב,False,"[""יעקב אביטן""]"
30762,30762,וונש,מיכל,וונש,מיכל,False,"[""מיכל וונש""]"
30763,30763,קאבלה,עינב,קאבלה,עינב,False,"[""עינב קאבלה""]"
30764,30764,פרידמן,תהלה,פרידמן,תהלה,False,"[""תהלה פרידמן""]"
30765,30765,בוסו,אוריאל,בוסו,אוריאל,True,"[""אוריאל בוסו""]"
30766,30766,שי וזאן,הילה,שי וזאן,הילה,False,"[""הילה שי וזאן""]"
30767,30767,חסיד,אליהו,חסיד,אליהו,False,"[""אליהו חסיד""]"
30768,30768,ברוכי,אליהו,ברוכי,אליהו,False,"[""אליהו ברוכי""]"
30769,30769,בקלש,סמי,בקלש,סמי,False,"[""סמי בקלש""]"
30770,30770,טייב,יוסף,טייב,יוסף,True,"[""יוסף טייב""]"
30771,30771,חסייסי,ראדה,חסייסי,ראדה,True,"[""ראדה חסייסי""]"
30772,30772,ואטורי,ניסים,ואטורי,ניסים,True,"[""ניסים ואטורי""]"
30773,30773,שטרן,שבח,שטרן,שבח,False,"[""שבח שטרן""]"
30774,30774,יוגב,מטי,יוגב,מטי,False,"[""מטי יוגב""]"
30775,30775,רון בן משה,יעל,רון בן משה,יעל,True,"[""יעל רון בן משה""]"
30776,30776,בליאק,ולדימיר,בליאק,ולדימיר,True,"[""ולדימיר בליאק""]"
30777,30777,טור פז,משה,טור פז,משה,True,"[""משה טור פז""]"
30778,30778,וסרמן לנדה,רות,וסרמן לנדה,רות,False,"[""רות וסרמן לנדה""]"
30779,30779,כנפו,ענת,כנפו,ענת,False,"[""ענת כנפו""]"
30780,30780,כץ,רון,כץ,רון,True,"[""רון כץ""]"
30781,30781,שפק,נירה,שפק,נירה,False,"[""נירה שפק""]"
30782,30782,מזרסקי,טטיאנה,מזרסקי,טטיאנה,True,"[""טטיאנה מזרסקי""]"
30783,30783,פרידמן,יסמין,פרידמן,יסמין,True,"[""יסמין פרידמן""]"
30784,30784,בזק,ענבר,בזק,ענבר,False,"[""ענבר בזק""]"
30786,30786,שיקלי,עמיחי,שיקלי,עמיחי,True,"[""עמיחי שיקלי""]"
30787,30787,אורבך,ניר,אורבך,ניר,False,"[""ניר אורבך""]"
30788,30788,קארה,אביר,קארה,אביר,False,"[""אביר קארה""]"
30789,30789,פינטו קדוש,שירלי,פינטו קדוש,שירלי,False,"[""שירלי פינטו קדוש""]"
30791,30791,כלפון,יום טוב חי,כלפון,יום טוב חי,False,"[""יום טוב חי כלפון""]"
30794,30794,שטרקמן,אורנה,שטרקמן,אורנה,False,"[""אורנה שטרקמן""]"
30796,30796,שיין,יוסף,שיין,יוסף,False,"[""יוסף שיין""]"
30797,30797,יצחק-הלוי,מאיר,יצחק-הלוי,מאיר,False,"[""מאיר יצחק-הלוי""]"
30799,30799,בוסקילה,מישל,בוסקילה,מישל,True,"[""מישל בוסקילה""]"
30803,30803,גנאים,מאזן,גנאים,מאזן,False,"[""מאזן גנאים""]"
30804,30804,ביטון,חיים,ביטון,חיים,True,"[""חיים ביטון""]"
30805,30805,רינאוי-זועבי,ג'ידא,רינאוי-זועבי,ג'ידא,False,"[""ג'ידא רינאוי-זועבי""]"
30806,30806,מואטי,אמילי חיה,מואטי,אמילי חיה,False,"[""אמילי חיה מואטי""]"
30807,30807,קריב,גלעד,קריב,גלעד,True,"[""גלעד קריב""]"
30808,30808,רייטן מרום,אפרת,רייטן מרום,אפרת,True,"[""אפרת רייטן מרום""]"
30809,30809,דיסטל אטבריאן,גלית,דיסטל אטבריאן,גלית,True,"[""גלית דיסטל אטבריאן""]"
30810,30810,וולדיגר,מיכל מרים,וולדיגר,מיכל מרים,True,"[""מיכל מרים וולדיגר""]"
30811,30811,בן גביר,איתמר,בן גביר,איתמר,True,"[""איתמר בן גביר""]"
30812,30812,רוטמן,שמחה,רוטמן,שמחה,True,"[""שמחה רוטמן""]"
30813,30813,מראענה,אבתיסאם,מראענה,אבתיסאם,False,"[""אבתיסאם מראענה""]"
30814,30814,מעוז,אבי,מעוז,אבי,True,"[""אבי מעוז""]"
30815,30815,ברדץ' יאלוב,אלינה,ברדץ' יאלוב,אלינה,False,"[""אלינה ברדץ' יאלוב""]"
30816,30816,מרעי,מופיד,מרעי,מופיד,False,"[""מופיד מרעי""]"
30817,30817,טל,אלון,טל,אלון,False,"[""אלון טל""]"
30818,30818,לסקי,גבי,לסקי,גבי,False,"[""גבי לסקי""]"
30819,30819,סגל,גיל,סגל,גיל,False,"[""גיל סגל""]"
30820,30820,דוידסון,סימון,דוידסון,סימון,True,"[""סימון דוידסון""]"
30821,30821,סלאלחה,עלי,סלאלחה,עלי,False,"[""עלי סלאלחה""]"
30823,30823,רופא אופיר,שרון,רופא אופיר,שרון,False,"[""שרון רופא אופיר""]"
30824,30824,חן,יובל,חן,יובל,True,"[""יובל חן""]"
30830,30830,טל,אוהד,טל,אוהד,True,"[""אוהד טל""]"
30831,30831,דלל,אלי,דלל,אלי,True,"[""אלי דלל""]"
30832,30832,רביבו,אליהו,רביבו,אליהו,True,"[""אליהו רביבו""]"
30833,30833,כהן,אלמוג,כהן,אלמוג,True,"[""אלמוג כהן""]"
30835,30835,ביסמוט,בועז,ביסמוט,בועז,True,"[""בועז ביסמוט""]"
30836,30836,איזנקוט,גדי,איזנקוט,גדי,False,"[""גדי איזנקוט""]"
30837,30837,ביטון,דבי,ביטון,דבי,True,"[""דבי ביטון""]"
30839,30839,אילוז,דן,אילוז,דן,True,"[""דן אילוז""]"
30840,30840,אלהואשלה,ואליד,אלהואשלה,ואליד,True,"[""ואליד אלהואשלה""]"
30842,30842,מלביצקי,חנוך דב,מלביצקי,חנוך דב,True,"[""חנוך דב מלביצקי""]"
30843,30843,חוג'יראת,יאסר,חוג'יראת,יאסר,True,"[""יאסר חוג'יראת""]"
30846,30846,גולדקנופ,יצחק,גולדקנופ,יצחק,True,"[""יצחק גולדקנופ""]"
30847,30847,וסרלאוף,יצחק שמעון,וסרלאוף,יצחק שמעון,True,"[""יצחק שמעון וסרלאוף""]"
30849,30849,סון הר מלך,לימור,סון הר מלך,לימור,True,"[""לימור סון הר מלך""]"
30851,30851,צרפתי הרכבי,מטי,צרפתי הרכבי,מטי,True,"[""מטי צרפתי הרכבי""]"
30852,30852,סולומון,משה,סולומון,משה,True,"[""משה סולומון""]"
30853,30853,סעדה,משה,סעדה,משה,True,"[""משה סעדה""]"
30854,30854,שירי,נאור,שירי,נאור,True,"[""נאור שירי""]"
30857,30857,אליהו,עמיחי,אליהו,עמיחי,True,"[""עמיחי אליהו""]"
30859,30859,פוגל,צביקה,פוגל,צביקה,True,"[""צביקה פוגל""]"
30860,30860,גוטליב,טלי,גוטליב,טלי,True,"[""טלי גוטליב""]"
30861,30861,דנינו,שלום,דנינו,שלום,True,"[""שלום דנינו""]"
30863,30863,ניר,שרון,ניר,שרון,True,"[""שרון ניר""]"
30866,30866,דרמר,רון,דרמר,רון,False,"[""רון דרמר""]"
30867,30867,קרויזר,יצחק,קרויזר,יצחק,True,"[""יצחק קרויזר""]"
30868,30868,מישרקי,יונתן,מישרקי,יונתן,True,"[""יונתן מישרקי""]"
30869,30869,אדרי,משה צ'יקו,אדרי,משה צ'יקו,True,"[""משה צ'יקו אדרי""]"
30870,30870,רוט,משה,רוט,משה,False,"[""משה רוט""]"
30871,30871,מירון,שלי טל,מירון,שלי טל,True,"[""שלי טל מירון""]"
30872,30872,מושיאשוילי,סימון,מושיאשוילי,סימון,False,"[""סימון מושיאשוילי""]"
30873,30873,מלול,ארז,מלול,ארז,True,"[""ארז מלול""]"
30874,30874,סוכות,צבי ידידיה,סוכות,צבי ידידיה,True,"[""צבי ידידיה סוכות""]"
30875,30875,מלקו,צגה,מלקו,צגה,True,"[""צגה מלקו""]"
30876,30876,שקלים,אושר,שקלים,אושר,True,"[""אושר שקלים""]"
30877,30877,פסל,משה,פסל,משה,True,"[""משה פסל""]"
30879,30879,גואטה,ששון ששי,גואטה,ששון ששי,True,"[""ששון ששי גואטה""]"
30880,30880,בוארון,אביחי אברהם,בוארון,אביחי אברהם,True,"[""אביחי אברהם בוארון""]"
30881,30881,לוי,ירון,לוי,ירון,True,"[""ירון לוי""]"
30890,30890,אליעזר,אליסף,אליעזר,אליסף,True,"[""אליסף אליעזר""]"
30893,30893,עבד,עפיף,עבד,עפיף,True,"[""עפיף עבד""]"
30894,30894,בן סעיד,סמיר,בן סעיד,סמיר,True,"[""סמיר בן סעיד""]"
30895,30895,עזוז,עדי,עזוז,עדי,True,"[""עדי עזוז""]"
30896,30896,אהרונוביץ',ראובן,אהרונוביץ',ראובן,False,"[""ראובן אהרונוביץ'""]"
30897,30897,וילנסקי,לאה,וילנסקי,לאה,False,"[""לאה וילנסקי""]"
30899,30899,סבירסקי,משה,סבירסקי,משה,False,"[""משה סבירסקי""]"
30900,30900,פינר,לודוויג,פינר,לודוויג,False,"[""לודוויג פינר""]"
30901,30901,ברנזון,צבי,ברנזון,צבי,False,"[""צבי ברנזון""]"
30902,30902,אברמוביץ,זאב,אברמוביץ,זאב,False,"[""זאב אברמוביץ""]"
30903,30903,הופמן,אלעזר,הופמן,אלעזר,False,"[""אלעזר הופמן""]"
30904,30904,בר-שירה,ישראל,בר-שירה,ישראל,False,"[""ישראל בר-שירה""]"
30905,30905,קוגל,חיים,קוגל,חיים,False,"[""חיים קוגל""]"
30906,30906,ארקין,דב,ארקין,דב,False,"[""דב ארקין""]"
30907,30907,מובסוביץ,דוד,מובסוביץ,דוד,False,"[""דוד מובסוביץ""]"
30908,30908,הנמן-שטראוס,לוסה,הנמן-שטראוס,לוסה,False,"[""לוסה הנמן-שטראוס""]"
30909,30909,כהן,אליעזר,כהן,אליעזר,False,"[""אליעזר כהן""]"
30910,30910,מגיד,משה דב,מגיד,משה דב,False,"[""משה דב מגיד""]"
30911,30911,קורלנד,יצחק,קורלנד,יצחק,False,"[""יצחק קורלנד""]"
30912,30912,זכאי,שלום,זכאי,שלום,False,"[""שלום זכאי""]"
30913,30913,כהנא,שמואל זנוויל,כהנא,שמואל זנוויל,False,"[""שמואל זנוויל כהנא""]"
30914,30914,סקורטובסקי,משה,סקורטובסקי,משה,False,"[""משה סקורטובסקי""]"
30916,30916,חיים,עוז,חיים,עוז,True,"[""עוז חיים""]"
